customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_tickets,avg_monthly_usage_gb,churn
CUST-000555,Female,1,Yes,No,54,Yes,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,66.17,3510.9,0,160.4,1
CUST-000556,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Yes,Credit card,101.4,2440.34,2,160.0,1
CUST-000557,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.9,856.77,1,149.1,0
CUST-000558,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Two year,Yes,Electronic check,121.74,3506.31,2,148.5,0
CUST-000559,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Month-to-month,No,Electronic check,93.36,2155.48,0,254.2,1
CUST-000560,Male,1,Yes,No,12,Yes,No,DSL,No internet service,No,No,Yes,Two year,No,Credit card,56.99,702.76,3,217.2,1
CUST-000561,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card,127.93,3549.04,1,130.5,0
CUST-000562,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,One year,Yes,Credit card,70.92,1517.4,0,303.8,0
CUST-000563,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,One year,Yes,Electronic check,138.57,3178.5,2,320.2,1
CUST-000564,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Mailed check,89.7,2569.48,3,177.6,0
CUST-000565,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,74.5,226.7,2,78.8,1
CUST-000566,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card,141.29,3490.96,1,130.4,1
CUST-000567,Male,1,No,No,72,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Two year,No,Mailed check,100.28,7536.99,3,158.3,0
CUST-000568,Female,0,No,No,71,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,130.67,9208.69,0,202.4,0
CUST-000569,Female,0,No,No,31,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,18.0,492.42,3,320.4,0
CUST-000570,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,56.72,1458.81,1,314.0,1
CUST-000571,Female,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.9,144.19,1,205.0,1
CUST-000572,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No internet service,No,One year,Yes,Credit card,127.44,2155.59,2,0.0,1
CUST-000573,Female,1,No,Yes,49,Yes,No,No,No,No,No internet service,Yes,One year,Yes,Credit card,93.09,3933.24,2,66.7,0
CUST-000574,Female,0,No,No,22,Yes,No,DSL,No,No internet service,No,No,One year,Yes,Mailed check,90.28,1868.38,1,57.3,0
CUST-000575,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.83,6253.82,0,290.9,0
CUST-000576,Female,0,No,No,58,Yes,Yes,DSL,No,No,No internet service,No internet service,One year,No,Electronic check,84.25,4157.71,0,79.7,0
CUST-000577,Female,0,Yes,No,19,Yes,No,DSL,No internet service,No,No internet service,No,Two year,No,Electronic check,18.0,345.67,4,14.0,0
CUST-000578,Female,0,No,Yes,33,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,113.27,3868.83,0,339.8,1
CUST-000579,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.87,4428.96,3,137.2,0
CUST-000580,Female,0,Yes,No,8,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,79.41,542.69,1,191.9,0
CUST-000581,Male,0,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,100.43,2089.87,1,206.9,0
CUST-000582,Female,0,Yes,No,7,Yes,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,71.42,511.79,4,240.2,1
CUST-000583,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,No,Yes,One year,No,Mailed check,61.82,863.18,1,31.9,0
CUST-000584,Male,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,36.84,2272.97,0,59.1,0
CUST-000585,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Mailed check,64.93,1406.51,1,309.0,1
CUST-000586,Male,0,No,Yes,4,Yes,No phone service,DSL,No,No,No,Yes,Two year,Yes,Bank transfer,94.79,384.29,1,82.7,1
CUST-000587,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No internet service,Month-to-month,Yes,Credit card,51.6,559.9,0,164.5,1
CUST-000588,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,43.59,256.5,1,337.0,0
CUST-000589,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,82.54,2662.69,0,325.7,0
CUST-000590,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,64.18,2344.79,1,226.1,1
CUST-000591,Male,0,No,Yes,55,Yes,No phone service,DSL,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,53.71,3043.48,1,125.9,1
CUST-000592,Female,0,No,No,47,Yes,No,DSL,No internet service,No,Yes,No,Two year,No,Electronic check,72.45,3046.45,2,210.1,0
CUST-000593,Male,0,No,No,8,Yes,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.48,639.19,2,84.6,0
CUST-000594,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,63.58,2455.77,1,240.9,0
CUST-000595,Female,1,Yes,No,27,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,74.23,1792.09,4,239.6,1
CUST-000596,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,106.97,6368.29,1,66.6,1
CUST-000597,Female,0,No,No,51,Yes,Yes,DSL,No internet service,No,No,No,Two year,Yes,Bank transfer,31.8,1387.14,1,445.8,0
CUST-000598,Male,0,No,No,72,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,76.45,4938.54,0,240.6,0
CUST-000599,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,73.5,866.75,1,119.9,0
CUST-000600,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.72,1217.59,1,317.7,1
CUST-000601,Male,0,Yes,Yes,20,No,No,DSL,Yes,No,Yes,No,Two year,Yes,Mailed check,91.69,1894.51,4,184.3,0
CUST-000602,Female,0,Yes,No,28,No,Yes,Fiber optic,No,No,Yes,No internet service,Two year,Yes,Credit card,89.71,2271.29,1,171.2,0
CUST-000603,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,122.4,1966.25,0,124.1,0
CUST-000604,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,No,No,One year,Yes,Mailed check,118.72,1739.14,2,262.7,0
CUST-000605,Male,0,No,No,37,Yes,No,DSL,No,No internet service,Yes,Yes,One year,No,Mailed check,97.23,3537.23,1,315.4,0
CUST-000606,Female,1,No,No,20,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,One year,No,Mailed check,107.09,1850.45,2,165.0,0
CUST-000607,Female,0,No,No,16,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card,103.02,1530.16,0,193.9,0
CUST-000608,Female,0,No,No,8,Yes,No phone service,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer,81.55,609.55,2,111.9,0
CUST-000609,Male,0,Yes,No,2,Yes,Yes,DSL,No internet service,No,Yes,No,One year,No,Mailed check,19.98,36.42,1,152.1,1
CUST-000610,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,46.24,3175.93,0,240.8,0
CUST-000611,Male,0,No,No,71,Yes,Yes,DSL,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,63.66,4507.39,1,269.2,1
CUST-000612,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,92.38,4747.73,0,166.8,1
CUST-000613,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.73,4281.48,4,162.8,0
CUST-000614,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet service,No,No,Month-to-month,No,Electronic check,70.79,1270.84,1,176.9,1
CUST-000615,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,155.26,6685.03,0,126.0,0
CUST-000616,Male,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,91.93,1015.14,0,252.9,0
CUST-000617,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer,69.77,1948.58,1,206.9,0
CUST-000618,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.88,1045.61,0,224.5,0
CUST-000619,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Mailed check,64.9,2712.89,1,86.1,0
CUST-000620,Female,1,No,No,72,Yes,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,66.21,4387.53,5,269.0,0
CUST-000621,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,95.83,1137.97,2,118.6,1
CUST-000622,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No internet service,Two year,Yes,Bank transfer,67.39,1231.07,2,145.3,0
CUST-000623,Female,0,No,Yes,32,No,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,144.65,4291.86,2,101.3,0
CUST-000624,Male,0,Yes,No,5,Yes,No,DSL,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.21,316.9,2,126.6,1
CUST-000625,Female,0,No,No,6,No,No,Fiber optic,No internet service,No,No,No,One year,No,Electronic check,92.42,549.47,2,166.8,1
CUST-000626,Female,1,Yes,Yes,72,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer,119.46,8472.24,1,156.6,0
CUST-000627,Male,0,No,Yes,38,Yes,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,64.87,2470.25,2,128.6,0
CUST-000628,Female,1,No,No,18,Yes,No,DSL,No internet service,No,No,Yes,One year,Yes,Bank transfer,86.18,1582.73,3,307.3,0
CUST-000629,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card,56.63,1638.75,2,254.6,0
CUST-000630,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card,56.87,1007.69,0,234.6,1
CUST-000631,Female,0,Yes,Yes,32,Yes,No,DSL,No,No internet service,Yes,Yes,One year,Yes,Credit card,73.66,2402.71,4,285.7,0
CUST-000632,Male,0,No,No,21,No,No,Fiber optic,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,88.05,1694.51,2,144.4,1
CUST-000633,Male,0,No,No,27,Yes,No,DSL,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,45.73,1213.94,2,202.8,0
CUST-000634,Male,0,Yes,No,48,Yes,No phone service,DSL,No,No,Yes,Yes,Month-to-month,No,Bank transfer,73.66,3705.85,2,180.8,1
CUST-000635,Male,0,No,No,46,Yes,No,DSL,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,76.27,3189.03,1,8.9,1
CUST-000636,Female,0,No,No,72,Yes,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,48.7,3170.13,1,246.6,0
CUST-000637,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Two year,No,Mailed check,79.44,2816.59,2,148.1,0
CUST-000638,Female,0,No,Yes,31,Yes,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,76.5,2482.47,2,189.9,0
CUST-000639,Male,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,Yes,No,Two year,Yes,Credit card,39.37,2651.33,1,121.2,1
CUST-000640,Male,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Credit card,51.88,1305.76,1,174.9,1
CUST-000641,Female,1,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No internet service,No,Two year,Yes,Bank transfer,86.02,221.89,1,405.9,0
CUST-000642,Female,0,No,Yes,53,Yes,No,DSL,No,No,No,No internet service,Month-to-month,No,Bank transfer,69.28,3253.79,1,0.0,0
CUST-000643,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.68,2505.63,2,262.8,0
CUST-000644,Male,0,No,No,29,Yes,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,42.91,1260.66,1,363.4,0
CUST-000645,Female,0,No,Yes,54,Yes,Yes,No,No,No,No internet service,No internet service,One year,No,Electronic check,39.6,1863.38,1,8.8,1
CUST-000646,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,91.05,1978.21,1,120.3,1
CUST-000647,Female,0,No,Yes,3,No,Yes,DSL,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,130.77,385.56,0,231.2,1
CUST-000648,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,Yes,One year,No,Mailed check,86.97,4846.43,2,143.1,0
CUST-000649,Male,1,No,Yes,17,Yes,No,No,No,No internet service,No,No,One year,Yes,Credit card,30.01,475.43,0,124.3,0
CUST-000650,Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.22,1132.61,0,242.5,1
CUST-000651,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer,72.23,185.39,1,0.0,0
CUST-000652,Male,0,No,No,51,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,3360.15,0,248.4,0
CUST-000653,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,77.33,74.87,0,252.3,1
CUST-000654,Male,0,Yes,Yes,69,Yes,No,DSL,No,No,No,Yes,One year,Yes,Mailed check,130.68,7845.94,0,280.0,0
CUST-000655,Female,0,No,Yes,23,Yes,Yes,DSL,No,No,No,Yes,Two year,Yes,Mailed check,35.98,865.73,2,226.5,0
CUST-000656,Male,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,79.41,3581.04,1,258.5,0
CUST-000657,Female,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.44,2690.24,2,181.0,1
CUST-000658,Female,0,Yes,No,72,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,92.16,6457.53,3,21.5,0
CUST-000659,Female,1,No,No,40,Yes,Yes,DSL,No,No,No,No,One year,Yes,Bank transfer,78.8,2993.05,1,137.1,0
CUST-000660,Female,0,No,Yes,67,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,132.64,7978.79,0,160.3,1
CUST-000661,Female,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card,116.54,2319.18,1,157.4,1
CUST-000662,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.19,395.21,0,114.7,1
CUST-000663,Female,0,Yes,Yes,59,Yes,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,157.49,8954.12,0,135.4,0
CUST-000664,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,86.66,454.03,2,239.4,1
CUST-000665,Male,1,Yes,No,51,Yes,Yes,DSL,No,No,No internet service,No internet service,One year,Yes,Electronic check,53.48,2348.99,1,202.7,0
CUST-000666,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer,76.17,793.9,1,101.3,0
CUST-000667,Female,0,Yes,No,37,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,88.93,3326.22,3,236.8,1
CUST-000668,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.78,6044.0,2,195.7,1
CUST-000669,Female,0,No,No,48,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,109.88,4792.88,2,44.2,0
CUST-000670,Female,0,Yes,Yes,25,No,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer,123.99,2645.25,1,191.4,1
CUST-000671,Male,0,No,Yes,41,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,121.05,5151.97,0,229.5,1
CUST-000672,Female,0,Yes,Yes,19,Yes,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,44.57,755.74,2,101.7,0
CUST-000673,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,133.24,9256.81,0,191.8,1
CUST-000674,Male,1,No,Yes,16,Yes,Yes,DSL,No internet service,No,No,No internet service,Month-to-month,No,Credit card,129.07,1761.72,3,88.0,1
CUST-000675,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No internet service,Month-to-month,Yes,Electronic check,94.03,2289.07,1,117.9,0
CUST-000676,Male,0,Yes,No,45,Yes,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,71.16,2830.89,0,208.5,0
CUST-000677,Female,0,No,No,39,Yes,No phone service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,71.68,2438.87,2,307.8,1
CUST-000678,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,One year,No,Mailed check,60.29,2421.03,5,224.2,0
CUST-000679,Male,0,No,Yes,20,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,89.17,1657.48,2,108.0,0
CUST-000680,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,29.4,712.75,2,229.9,0
CUST-000681,Female,0,No,No,57,Yes,Yes,DSL,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,115.91,5769.28,1,167.0,0
CUST-000682,Male,0,No,No,55,Yes,No phone service,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card,105.32,5423.3,1,273.9,0
CUST-000683,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,Two year,No,Credit card,19.7,737.27,1,202.4,0
CUST-000684,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,121.7,7852.51,3,77.5,1
CUST-000685,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,69.77,3517.25,0,180.1,0
CUST-000686,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,89.03,4096.67,2,176.5,1
CUST-000687,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Mailed check,109.79,562.39,0,10.5,1
CUST-000688,Female,0,No,No,39,Yes,Yes,No,No,No internet service,Yes,Yes,One year,No,Electronic check,18.0,652.67,2,209.0,0
CUST-000689,Female,0,No,Yes,34,Yes,No,DSL,No internet service,Yes,No,Yes,One year,No,Bank transfer,69.66,2038.96,2,393.2,0
CUST-000690,Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No,Yes,No,One year,Yes,Mailed check,97.38,6513.23,1,131.0,0
CUST-000691,Male,0,No,No,26,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,97.41,2374.41,2,0.0,0
CUST-000692,Male,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,28.98,870.72,0,137.3,0
CUST-000693,Female,0,No,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Month-to-month,No,Credit card,108.41,1059.32,1,391.4,1
CUST-000694,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No internet service,No,No,Two year,No,Mailed check,126.79,1565.49,0,84.1,0
CUST-000695,Male,1,No,No,72,Yes,No,DSL,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,82.22,5496.35,2,288.6,1
CUST-000696,Male,0,Yes,No,42,Yes,No,DSL,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,63.12,2778.23,0,113.3,1
CUST-000697,Male,0,Yes,No,72,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,175.67,10865.85,0,207.3,0
CUST-000698,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.26,945.85,0,174.0,0
CUST-000699,Male,0,No,No,8,Yes,Yes,DSL,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,93.2,756.74,0,95.2,1
CUST-000700,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,102.3,2125.11,0,93.2,0
CUST-000701,Female,0,Yes,No,20,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,155.37,2755.5,0,280.3,1
CUST-000702,Female,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,106.6,5353.57,0,299.6,0
CUST-000703,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,113.03,5189.9,1,210.5,1
CUST-000704,Female,0,No,No,44,Yes,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,85.17,3646.95,0,100.2,0
CUST-000705,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No internet service,No,No internet service,One year,No,Credit card,38.25,2345.3,0,171.0,0
CUST-000706,Female,0,Yes,Yes,70,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,43.93,2774.43,1,160.7,0
CUST-000707,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,86.73,1095.03,0,220.7,1
CUST-000708,Female,0,Yes,No,60,Yes,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.72,5936.19,0,171.3,1
CUST-000709,Male,0,Yes,No,31,Yes,No,DSL,No,No internet service,No,No,One year,Yes,Electronic check,76.99,2212.81,2,131.8,0
CUST-000710,Female,0,No,No,25,Yes,No phone service,DSL,No,No,No,Yes,Two year,Yes,Electronic check,63.8,1539.9,1,133.4,1
CUST-000711,Female,0,No,Yes,72,Yes,No phone service,No,No,No,Yes,Yes,Month-to-month,No,Credit card,111.17,8295.14,0,166.3,1
CUST-000712,Male,0,Yes,No,13,Yes,No,DSL,No,No internet service,No,No,One year,Yes,Electronic check,18.0,244.98,2,312.7,1
CUST-000713,Female,0,No,Yes,57,Yes,No,DSL,No,No,No,Yes,One year,Yes,Mailed check,31.13,1553.21,1,340.9,0
CUST-000714,Male,0,No,No,51,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,18.0,882.36,3,223.3,0
CUST-000715,Male,0,Yes,No,13,Yes,Yes,No,No,No,Yes,No internet service,One year,No,Bank transfer,106.25,1367.19,1,202.9,1
CUST-000716,Female,1,Yes,Yes,6,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,67.1,405.17,1,107.5,1
CUST-000717,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,123.99,3589.8,0,154.8,1
CUST-000718,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Two year,Yes,Credit card,91.72,5844.79,1,183.1,1
CUST-000719,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,125.7,4843.24,1,267.3,1
CUST-000720,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,66.2,4102.85,1,160.2,0
CUST-000721,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card,107.3,3807.09,1,118.1,0
CUST-000722,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,102.91,7185.08,0,169.5,0
CUST-000723,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.13,1426.93,0,269.7,1
CUST-000724,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer,145.54,6049.74,0,241.4,0
CUST-000725,Female,0,No,No,22,Yes,No,DSL,No,No,No internet service,No,Month-to-month,Yes,Credit card,21.27,436.01,1,209.4,0
CUST-000726,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Bank transfer,92.95,2377.83,1,182.2,1
CUST-000727,Male,0,No,Yes,32,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,75.94,2535.69,2,123.9,0
CUST-000728,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,One year,No,Credit card,96.45,3444.86,0,161.9,0
CUST-000729,Female,0,Yes,No,16,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,58.06,935.42,1,136.5,1
CUST-000730,Male,0,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.96,2201.64,1,109.0,0
CUST-000731,Male,0,No,No,31,Yes,No,Fiber optic,No internet service,No,No,No,Two year,Yes,Mailed check,140.9,4100.45,2,120.3,0
CUST-000732,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,92.88,693.14,2,165.0,0
CUST-000733,Female,0,No,Yes,5,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer,143.14,685.24,2,221.8,1
CUST-000734,Female,0,No,No,64,Yes,Yes,DSL,No internet service,Yes,Yes,No,One year,No,Bank transfer,85.85,5549.0,0,186.5,0
CUST-000735,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.31,1962.28,0,169.8,0
CUST-000736,Male,0,No,No,7,No,Yes,DSL,No internet service,No internet service,No,No,One year,Yes,Credit card,86.58,625.54,2,212.7,1
